Title,Issue,Box,Year,Declared_Volume,GCD_Derived_Volume,GCD_Series,GCD_volume_count_for_title,Reconciliation
Legion of Super-Heroes,12,49,2020-2021,1,10,Legion of Super-Heroes (2020-2021),11,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Suicide Squad,1,48,2016,1,5,Suicide Squad (2016-2019),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Suicide Squad,2,48,2016,1,5,Suicide Squad (2016-2019),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Suicide Squad,3,48,2016,1,5,Suicide Squad (2016-2019),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Suicide Squad,4,48,2016,1,5,Suicide Squad (2016-2019),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Suicide Squad,5,48,2016,1,5,Suicide Squad (2016-2019),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Suicide Squad,12,48,2016,1,5,Suicide Squad (2016-2019),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Suicide Squad,13,48,2016,1,5,Suicide Squad (2016-2019),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Trinity,1,48,2016,1,3,Trinity (2016-2018),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Trinity,2,48,2016,1,3,Trinity (2016-2018),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Justice League of America,3,48,2017,1,8,Justice League of America (2017-2018),8,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Hawkman,1,48,2018,1,7,Hawkman (2018-2021),8,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Hawkman,2,48,2018,1,7,Hawkman (2018-2021),8,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Hawkman,3,48,2018,1,7,Hawkman (2018-2021),8,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Hawkman,4,48,2018,1,7,Hawkman (2018-2021),8,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Hawkman,5,48,2018,1,7,Hawkman (2018-2021),8,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Hawkman,6,48,2018,1,7,Hawkman (2018-2021),8,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Hawkman,7,48,2018,1,7,Hawkman (2018-2021),8,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Justice League Dark,1,48,2018,1,3,Justice League Dark (2018-2021),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Justice League Dark,2,48,2018,1,3,Justice League Dark (2018-2021),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Justice League Dark,3,48,2018,1,3,Justice League Dark (2018-2021),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Justice League Dark,5,48,2018,1,3,Justice League Dark (2018-2021),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Justice League Dark,6,48,2018,1,3,Justice League Dark (2018-2021),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Wonder Woman Annual,2,48,2018,1,4,Wonder Woman Annual (2017-2020),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Catwoman,1,48,2018,1,6,Catwoman (2018-?),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Catwoman,2,48,2018,1,6,Catwoman (2018-?),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Catwoman,3,48,2018,1,6,Catwoman (2018-?),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,444,12,2004,3,4,X-Men (2004-2008),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
New Mutants,1,12,2009,3,2,New Mutants (2009-2012),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
New Mutants,2,12,2009,3,2,New Mutants (2009-2012),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
New Mutants,1,12,2003-2004,2,1,New Mutants (2003-2004),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
New Mutants,2,12,2003-2004,2,1,New Mutants (2003-2004),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
New Mutants,3,12,2003-2004,2,1,New Mutants (2003-2004),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
New Mutants,4,12,2003-2004,2,1,New Mutants (2003-2004),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
New Mutants,5,12,2003-2004,2,1,New Mutants (2003-2004),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
New Mutants,6,12,2003-2004,2,1,New Mutants (2003-2004),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
New Mutants,7,12,2003-2004,2,1,New Mutants (2003-2004),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
New Mutants,8,12,2003-2004,2,1,New Mutants (2003-2004),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
New Mutants,9,12,2003-2004,2,1,New Mutants (2003-2004),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
New Mutants,10,12,2003-2004,2,1,New Mutants (2003-2004),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
New Mutants,11,12,2003-2004,2,1,New Mutants (2003-2004),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
New Mutants,12,12,2003-2004,2,1,New Mutants (2003-2004),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
New Mutants,13,12,2003-2004,2,1,New Mutants (2003-2004),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Astonishing X-Men,29,12,2010,4,3,Astonishing X-Men (2004-2013),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Astonishing X-Men,30,12,2010,4,3,Astonishing X-Men (2004-2013),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Astonishing X-Men,31,12,2010,4,3,Astonishing X-Men (2004-2013),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,12,12,2009,2,3,Cable (2008-2010),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,13,12,2009,2,3,Cable (2008-2010),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,14,12,2009,2,3,Cable (2008-2010),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,15,12,2009,2,3,Cable (2008-2010),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,16,12,2009,2,3,Cable (2008-2010),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Force,1,12,2004,2,4,X-Force (2004-2005),11,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,7,12,2010-2012,4,5,X-Men (2010-2013),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,8,12,2010-2012,4,5,X-Men (2010-2013),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,22,12,2010-2012,4,5,X-Men (2010-2013),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,17,12,2009-2011,2,3,Cable (2008-2010),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,18,12,2009-2011,2,3,Cable (2008-2010),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,21,12,2009-2011,2,3,Cable (2008-2010),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,22,12,2009-2011,2,3,Cable (2008-2010),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,23,12,2009-2011,2,3,Cable (2008-2010),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,24,12,2009-2011,2,3,Cable (2008-2010),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,25,12,2009-2011,2,3,Cable (2008-2010),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,83,12,2009-2011,2,3,Cable (2008-2010),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Force,3,12,2011,4,7,X-Force (2010-2011),11,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,83,12,2009,2,3,Cable (2008-2010),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Aquaman,1,52,2011,1,7,Aquaman (2011-2016),13,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Aquaman,2,52,2011,1,7,Aquaman (2011-2016),13,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Aquaman,3,52,2011,1,7,Aquaman (2011-2016),13,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Aquaman,4,52,2011,1,7,Aquaman (2011-2016),13,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Animal Man,1,52,2011,1,3,Animal Man (2011-2014),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Animal Man,2,52,2011,1,3,Animal Man (2011-2014),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Animal Man,3,52,2011,1,3,Animal Man (2011-2014),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Animal Man,5,52,2011,1,3,Animal Man (2011-2014),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Suicide Squad,1,52,2011,1,3,Suicide Squad (2011-2014),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Deathstroke,1,52,2011,1,2,Deathstroke (2011-2013),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Superboy,1,52,2011,1,4,Superboy (2011-2011),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Stormwatch,1,52,2011,1,2,Stormwatch (2011-2014),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Blue Beetle,1,52,2011,1,2,Blue Beetle (2011-2013),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Justice Society of America,41,52,2010,1,3,Justice Society of America (2007-2011),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Justice Society of America,42,52,2010,1,3,Justice Society of America (2007-2011),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Blue Beetle,1,62,2023,1,6,Blue Beetle (2023-2024),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Batman/Superman: World's Finest,3,59,2022,4,2,Batman / Superman: World's Finest (2022-?),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Shazam!,1,59,2023,1,7,Shazam! (2023-2025),8,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Shazam!,3,59,2023,1,7,Shazam! (2023-2025),8,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Outsiders,3,59,2024,1,4,Outsiders (2024-2024),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Justice Society of America,11,59,2023,1,4,Justice Society of America (2023-2024),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Batman/Superman: World's Finest,4,56,2022,4,2,Batman / Superman: World's Finest (2022-?),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Batman/Superman: World's Finest,5,56,2022,4,2,Batman / Superman: World's Finest (2022-?),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Batman/Superman: World's Finest,6,56,2022,4,2,Batman / Superman: World's Finest (2022-?),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Batman/Superman: World's Finest,8,56,2022,4,2,Batman / Superman: World's Finest (2022-?),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Shazam!,1,59,2023,1,7,Shazam! (2023-2025),8,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Secret Avengers,6,6,2010,4,1,Secret Avengers (2010-2013),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Secret Avengers,9,6,2010,4,1,Secret Avengers (2010-2013),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Secret Avengers,10,6,2010,4,1,Secret Avengers (2010-2013),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Secret Avengers,11,6,2010,4,1,Secret Avengers (2010-2013),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Secret Avengers,12,6,2010,4,1,Secret Avengers (2010-2013),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Secret Avengers,16,6,2010,4,1,Secret Avengers (2010-2013),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Secret Avengers,17,6,2010,4,1,Secret Avengers (2010-2013),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Secret Avengers,18,6,2010,4,1,Secret Avengers (2010-2013),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Secret Avengers,19,6,2010,4,1,Secret Avengers (2010-2013),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Astonishing X-Men,30,3,2011,4,3,Astonishing X-Men (2004-2013),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Astonishing X-Men,34,3,2011,4,3,Astonishing X-Men (2004-2013),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Astonishing X-Men,35,3,2011,4,3,Astonishing X-Men (2004-2013),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Astonishing X-Men,36,3,2011,4,3,Astonishing X-Men (2004-2013),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Astonishing X-Men,38,3,2011,4,3,Astonishing X-Men (2004-2013),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Astonishing X-Men,39,3,2011,4,3,Astonishing X-Men (2004-2013),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Astonishing X-Men,40,3,2011,4,3,Astonishing X-Men (2004-2013),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Astonishing X-Men,41,3,2011,4,3,Astonishing X-Men (2004-2013),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Astonishing X-Men,42,3,2011,4,3,Astonishing X-Men (2004-2013),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Astonishing X-Men,43,3,2011,4,3,Astonishing X-Men (2004-2013),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Astonishing X-Men,44,3,2011,4,3,Astonishing X-Men (2004-2013),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Astonishing X-Men,3,3,2010,4,3,Astonishing X-Men (2004-2013),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,2,3,2008,2,3,Cable (2008-2010),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,3,3,2008,2,3,Cable (2008-2010),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,4,3,2008,2,3,Cable (2008-2010),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,5,3,2008,2,3,Cable (2008-2010),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,6,3,2008,2,3,Cable (2008-2010),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,8,3,2008,2,3,Cable (2008-2010),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,9,3,2008,2,3,Cable (2008-2010),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,10,3,2008,2,3,Cable (2008-2010),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,11,3,2008,2,3,Cable (2008-2010),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,1,3,2008,2,3,Cable (2008-2010),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Uncanny X-Men,1,3,2012,4,2,Uncanny X-Men (2012-2012),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Uncanny X-Men Annual,3,3,2011,4,1,Uncanny X-Men Annual (2006-2011),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,175,3,2005,3,4,X-Men (2004-2008),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,176,3,2005,3,4,X-Men (2004-2008),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,188,3,2005,3,4,X-Men (2004-2008),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,189,3,2005,3,4,X-Men (2004-2008),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,190,3,2005,3,4,X-Men (2004-2008),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,191,3,2005,3,4,X-Men (2004-2008),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,192,3,2005,3,4,X-Men (2004-2008),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,193,3,2005,3,4,X-Men (2004-2008),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,195,3,2005,3,4,X-Men (2004-2008),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,4,3,2010,4,5,X-Men (2010-2013),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,5,3,2010,4,5,X-Men (2010-2013),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,6,3,2010,4,5,X-Men (2010-2013),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,9,3,2010,4,5,X-Men (2010-2013),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,10,3,2010,4,5,X-Men (2010-2013),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,11,3,2010,4,5,X-Men (2010-2013),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,12,3,2010,4,5,X-Men (2010-2013),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,13,3,2010,4,5,X-Men (2010-2013),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,14,3,2010,4,5,X-Men (2010-2013),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,15,3,2010,4,5,X-Men (2010-2013),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,16,3,2010,4,5,X-Men (2010-2013),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,17,3,2010,4,5,X-Men (2010-2013),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,18,3,2010,4,5,X-Men (2010-2013),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,19,3,2010,4,5,X-Men (2010-2013),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,20,3,2010,4,5,X-Men (2010-2013),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,21,3,2010,4,5,X-Men (2010-2013),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,15.1,3,2011,4,5,X-Men (2010-2013),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,1,3,2011,4,5,X-Men (2010-2013),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,2,3,2011,4,5,X-Men (2010-2013),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,1,3,2010,4,5,X-Men (2010-2013),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Warlock,1,3,2004,1,6,Warlock (2004-2005),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Warlock,2,3,2004,1,6,Warlock (2004-2005),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Warlock,3,3,2004,1,6,Warlock (2004-2005),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Warlock,4,3,2004,1,6,Warlock (2004-2005),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Warlock,5,3,2004,1,6,Warlock (2004-2005),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Warlock,6,3,2004,1,6,Warlock (2004-2005),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Warlock,7,3,2004,1,6,Warlock (2004-2005),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Warlock,8,3,2004,1,6,Warlock (2004-2005),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
New Avengers,2,24,2016,6,7,New Avengers (2015-2017),8,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
